Wall time,Step,Value
1645533278.9585588,419,188.86996459960938
1645533286.7926188,422,-67.53019714355469
1645533288.6875966,423,-30.3099365234375
1645533296.0616999,426,-42.70040512084961
1645533297.9027874,427,-61.62055587768555
1645533305.5951614,431,-54.82368087768555
1645533314.3086045,436,-44.45594787597656
1645533315.8306246,437,-53.938812255859375
1645533317.4431221,438,-62.07625198364258
1645533320.713459,440,-31.66282081604004
1645533322.3125155,441,-46.22856140136719
1645533323.72945,442,-71.34117889404297
1645533327.8581553,444,-49.980712890625
1645533329.4634643,445,-23.474279403686523
1645533330.6418505,446,-256.22113037109375
1645533333.2214785,447,-67.62703704833984
1645533342.3703825,451,-66.87249755859375
1645533346.941686,453,90.50662231445312
1645533349.586831,454,-69.48973846435547
1645533351.1594033,455,-47.1409797668457
1645533355.9471972,457,-55.31869125366211
1645533362.5278006,461,-25.588106155395508
1645533364.039408,462,218.0163116455078
1645533371.1873808,466,-194.84542846679688
1645533372.7731564,467,197.57728576660156
1645533375.771891,469,-70.43870544433594
1645533381.1428516,471,-46.93437576293945
1645533383.6181982,475,252.5730438232422
1645533385.4252868,476,4.050283432006836
1645533390.6921003,479,160.50404357910156
1645533391.0822592,480,208.84739685058594
1645533391.6762292,481,221.18150329589844
1645533393.1616743,482,-8.575791358947754
1645533396.3326747,484,145.5052490234375
1645533396.4437594,485,-101.27938842773438
1645533401.9820073,488,7.687556743621826
1645533404.6669133,489,-32.84195327758789
1645533406.1866338,490,162.2884521484375
1645533409.04658,492,171.20196533203125
1645533412.404941,495,81.28858947753906
1645533419.0542796,499,134.1287078857422
1645533425.5470176,503,-51.08951187133789
1645533427.31389,504,-12.329645156860352
1645533433.4464743,507,-22.01746368408203
1645533434.7296455,510,-161.56417846679688
1645533436.4306798,511,-36.0459098815918
1645533438.6809993,512,-23.273151397705078
1645533441.1018763,513,-30.58201026916504
1645533443.955566,514,-67.23065185546875
1645533445.8277295,515,-61.316917419433594
1645533449.8441148,518,-41.60834884643555
1645533452.6348882,519,-77.80236053466797
1645533455.4026778,520,8.158973693847656
1645533455.481798,521,-99.763427734375
1645533461.6139927,524,-39.643409729003906
1645533470.1053421,531,170.20755004882812
1645533476.216388,534,-30.039854049682617
1645533478.9995165,535,81.4975357055664
1645533484.27228,537,-30.781490325927734
1645533486.697008,538,-41.88700485229492
1645533489.6203003,539,160.51324462890625
1645533493.664062,541,65.17497253417969
1645533498.4088497,543,5.210999488830566
1645533503.408084,545,-46.82652282714844
1645533508.8578136,547,96.74089813232422
1645533510.7277064,548,-27.393585205078125
1645533513.89282,551,-100.03562927246094
1645533517.444156,553,-51.91045379638672
1645533521.7748358,556,-84.10233306884766
1645533523.6730244,557,32.689388275146484
1645533534.9101105,563,-62.44755935668945
1645533537.5709286,564,33.762813568115234
1645533538.8639789,565,246.12120056152344
1645533546.570858,569,229.90098571777344
1645533552.410033,572,175.6767120361328
1645533556.3123174,574,-43.878047943115234
1645533563.2676656,577,199.9323272705078
1645533569.5163977,581,148.88111877441406
1645533576.6160583,585,118.97628784179688
1645533578.2406313,586,164.84068298339844
1645533578.5731437,587,50.3958625793457
1645533583.3349674,589,165.76885986328125
1645533585.2232013,591,206.4495391845703
1645533587.737449,592,-19.628036499023438
1645533589.486587,593,150.86740112304688
1645533592.4146988,595,245.14529418945312
1645533595.7030568,597,-56.03028869628906
1645533596.3678977,598,274.4604797363281
1645533597.2707403,599,213.54873657226562
1645533598.8046155,600,161.83433532714844
1645533602.946264,603,89.50608825683594
1645533605.2473252,604,-32.091312408447266
1645533612.2097566,609,-24.900598526000977
1645533615.4155724,611,92.42648315429688
1645533620.2125566,614,124.01412963867188
1645533621.6861343,615,204.3585205078125
1645533623.6767755,617,187.09950256347656
1645533625.6884186,619,256.48492431640625
1645533629.4159994,621,122.3381118774414
1645533633.8606453,623,-70.8199691772461
1645533636.1204276,624,121.24590301513672
1645533643.8250265,627,-76.03057098388672
1645533647.935138,629,-64.58040618896484
1645533651.1373951,630,92.50667572021484
1645533653.607826,634,15.749676704406738
1645533658.7373064,638,123.55511474609375
1645533662.6347318,641,112.98278045654297
1645533663.0753593,642,232.6335906982422
1645533663.7309344,643,263.159423828125
1645533664.0072556,644,6.173290729522705
1645533664.346446,645,291.77923583984375
1645533668.5622938,650,-46.896644592285156
1645533670.844955,652,-43.94337844848633
1645533673.2127404,653,4.325995922088623
1645533674.3901308,654,118.95188903808594
1645533674.8554788,655,273.8505859375
1645533675.2908576,656,18.035419464111328
1645533678.8019257,659,244.27833557128906
1645533680.224914,661,227.59555053710938
1645533686.1107347,668,131.67437744140625
1645533687.9231598,671,290.9222717285156
1645533691.5005934,676,252.4407196044922
1645533692.6457198,677,131.27352905273438
1645533693.091526,678,273.15887451171875
1645533696.3114269,681,56.02609634399414
1645533697.5328133,683,226.00132751464844
1645533698.3656175,684,232.6326446533203
1645533698.619487,685,-9.183470726013184
1645533701.1252453,688,305.0097961425781
1645533705.010626,693,268.8395690917969
1645533707.3526626,695,-143.0023651123047
1645533707.9843497,697,-134.21517944335938
1645533708.487887,698,264.91021728515625
1645533710.6277893,700,101.95467376708984
1645533712.3284411,703,231.56436157226562
1645533713.8839166,704,119.59031677246094
1645533720.9982185,706,14.341544151306152
1645533727.3449779,710,-41.924400329589844
1645533727.7038443,711,263.7059326171875
1645533731.1499133,713,46.88131332397461
1645533733.6914852,716,266.035888671875
1645533735.7245095,718,245.75799560546875
1645533738.988774,721,-65.06570434570312
1645533739.7102535,722,200.36048889160156
1645533742.4557827,724,79.7923355102539
1645533746.9076867,726,116.12332153320312
1645533747.5875974,727,275.21795654296875
1645533748.7477875,729,232.21505737304688
1645533751.7760012,730,-20.79389762878418
1645533753.3199997,732,199.6481475830078
1645533753.7547867,733,278.33392333984375
1645533756.8483477,734,104.59432220458984
1645533762.576855,739,167.0722198486328
1645533768.807765,743,242.7826690673828
1645533769.4306862,744,280.9483947753906
1645533770.844859,745,146.42709350585938
1645533786.6645927,757,200.36160278320312
1645533787.7884052,759,271.3430480957031
1645533792.9078786,765,222.9686279296875
1645533793.6519725,766,244.63644409179688
1645533796.736734,769,136.45228576660156
1645533797.554147,770,-216.1752166748047
1645533800.6500068,773,227.25819396972656
1645533803.8650532,776,119.63221740722656
1645533804.523483,777,245.24856567382812
1645533806.7353575,779,199.69680786132812
1645533807.8931131,780,97.95384979248047
1645533808.601611,781,172.6314239501953
1645533811.120026,782,-33.278602600097656
1645533811.684246,783,-53.17251205444336
1645533814.744452,789,155.74717712402344
1645533819.0271502,792,178.56869506835938
1645533825.9809623,800,133.91702270507812
1645533831.9362366,805,113.54740142822266
1645533832.5233645,806,187.37413024902344
1645533833.2306218,807,207.45965576171875
1645533833.8889284,808,286.0153503417969
1645533835.40449,811,187.59494018554688
1645533843.1319864,819,205.93472290039062
1645533843.8090534,820,171.52920532226562
1645533847.8759422,824,-104.99507141113281
1645533851.2106044,828,159.67593383789062
1645533851.7172163,829,-41.69237518310547
1645533853.929358,833,195.4640350341797
1645533854.6883745,834,162.21327209472656
1645533856.414998,836,177.7940673828125
1645533857.4453435,837,208.43740844726562
1645533858.1609492,838,249.16041564941406
1645533860.6850634,840,121.04563903808594
1645533862.2290385,841,162.20803833007812
1645533865.036395,844,191.89112854003906
1645533868.2635372,846,168.96041870117188
1645533872.7226381,851,176.99853515625
1645533875.4485466,852,-7.971381664276123
1645533879.0767262,855,236.93426513671875
1645533881.9545813,858,157.32273864746094
1645533884.4512656,861,187.0665283203125
1645533886.01555,863,181.11659240722656
1645533889.8325777,866,166.0005340576172
1645533890.6818995,867,206.69775390625
1645533893.2693143,871,276.6441955566406
1645533893.6696126,872,267.793212890625
1645533904.372111,885,251.14735412597656
1645533907.2813754,886,-27.12726593017578
1645533907.6787915,887,260.0606689453125
1645533910.2548304,891,127.32943725585938
1645533912.1023498,893,108.23804473876953
1645533917.396819,896,161.96505737304688
1645533918.7068813,898,266.4581298828125
1645533919.2355871,899,264.82659912109375
1645533921.7856772,902,226.37969970703125
1645533922.21326,903,257.65032958984375
1645533923.9886,905,147.7144012451172
1645533928.0054815,908,142.62823486328125
1645533931.4030848,909,-15.36368465423584
1645533934.2524538,911,102.89543914794922
1645533936.4198003,912,246.43310546875
1645533937.821845,915,214.21792602539062
1645533942.0664804,919,122.5361328125
1645533943.0165148,920,175.92019653320312
1645533945.3131196,922,240.9716796875
1645533945.9728665,924,18.65153694152832
1645533947.9444463,928,225.74562072753906
1645533950.0090644,929,-70.78758239746094
1645533952.1141112,931,-7.3095269203186035
1645533952.4523482,932,25.58786392211914
1645533952.8679206,933,-18.857952117919922
1645533953.311976,934,214.93002319335938
1645533955.5684447,936,212.3288116455078
1645533957.1958394,940,-37.44582748413086
1645533957.903474,942,274.62445068359375
1645533958.5735757,943,174.2059326171875
1645533961.062381,946,277.2207336425781
1645533966.195071,950,-94.03248596191406
1645533969.7393093,953,278.01702880859375
1645533973.2780135,956,9.614246368408203
1645533974.1568632,957,182.5244598388672
1645533977.8237317,961,252.30735778808594
1645533979.5258424,963,193.58233642578125
1645533979.805557,964,4.642271995544434
1645533981.429708,966,186.14599609375
1645533982.3694396,968,279.5478210449219
1645533983.711695,969,186.23318481445312
1645533986.5897167,972,199.0557861328125
1645533991.0212789,977,196.91136169433594
1645533993.9762058,979,-43.9674186706543
1645533995.2527018,980,254.7150421142578
1645533997.4730594,983,148.41082763671875
1645534000.5048685,987,-96.49427032470703
1645534004.579895,991,-41.182132720947266
1645534005.1312828,993,0.7395333647727966
1645534006.9940429,995,219.6976776123047
1645534010.05466,997,140.68626403808594
1645534014.3111217,999,77.35086822509766
1645534015.1380944,1000,251.1329345703125
1645534020.223062,1003,200.5755615234375
1645534020.6118863,1004,254.8515167236328
1645534021.6468725,1005,207.4420623779297
1645534022.8636472,1007,212.21151733398438
1645534030.6212482,1012,209.10398864746094
1645534032.505529,1014,245.72506713867188
1645534033.2379289,1016,254.8168487548828
1645534033.9323893,1018,238.51365661621094
1645534040.112974,1023,-9.912703514099121
1645534046.1521578,1027,215.84085083007812
1645534048.7455242,1029,114.46733093261719
1645534051.3698328,1030,-54.62250518798828
1645534056.1350045,1036,-6.304782867431641
1645534056.6445088,1037,217.02264404296875
1645534058.8093905,1038,37.64230728149414
1645534060.361573,1039,158.76707458496094
1645534061.118926,1040,164.01123046875
1645534064.642402,1044,-26.527368545532227
1645534065.9800858,1047,-60.2952995300293
1645534075.398107,1053,213.6953125
1645534075.9440918,1054,168.61265563964844
1645534080.1809845,1057,175.2520294189453
1645534082.5613372,1059,252.39016723632812
1645534083.2593575,1060,250.23081970214844
1645534085.5082474,1061,87.92440032958984
1645534089.2355742,1063,258.527587890625
1645534095.3361652,1066,138.95611572265625
1645534096.8810763,1068,-32.471282958984375
1645534099.5824761,1070,146.3270721435547
1645534101.5208564,1071,27.35768699645996
1645534101.8309474,1072,227.734375
1645534102.7377264,1073,207.12156677246094
1645534103.8980453,1074,167.5474853515625
1645534104.9545224,1075,-89.79862213134766
1645534108.832672,1078,198.17724609375
1645534110.0077643,1079,121.25473022460938
1645534110.4958441,1081,213.94882202148438
1645534110.990054,1082,187.06695556640625
1645534111.3764827,1083,208.04534912109375
1645534113.2847743,1086,178.21656799316406
1645534114.336277,1087,122.9150619506836
1645534114.7363353,1088,245.93092346191406
1645534117.1290812,1092,256.86279296875
1645534120.265231,1099,245.23687744140625
1645534121.2577484,1101,239.55775451660156
1645534123.636914,1103,179.80650329589844
1645534123.9058115,1104,222.7912139892578
1645534124.3416638,1105,246.57821655273438
1645534127.1058865,1108,110.21073150634766
1645534128.525091,1110,186.69937133789062
1645534130.0915816,1112,166.71592712402344
1645534130.8835893,1113,180.0416259765625
1645534133.3339584,1115,196.090087890625
1645534137.012471,1120,243.72866821289062
1645534139.541937,1122,137.78140258789062
1645534140.1947114,1123,276.01385498046875
1645534141.8398528,1126,9.631861686706543
1645534144.0460532,1127,89.51624298095703
1645534145.1569262,1129,199.93927001953125
1645534145.5315025,1130,176.76654052734375
1645534147.2021663,1132,230.0047607421875
1645534148.7900507,1133,224.0728759765625
1645534149.9258063,1135,194.14105224609375
1645534151.8445148,1136,182.07569885253906
1645534153.4219978,1137,98.01636505126953
1645534154.7153096,1140,-25.714717864990234
1645534155.5586545,1143,263.4410095214844
1645534157.5940228,1147,250.1017303466797
1645534158.813021,1149,223.31460571289062
1645534159.4665377,1151,229.55429077148438
1645534159.6854463,1152,213.80996704101562
1645534159.9683409,1153,243.872314453125
1645534160.5055141,1154,205.52357482910156
1645534162.667988,1161,263.72137451171875
1645534163.6443007,1163,222.2920684814453
1645534165.9128096,1165,110.01164245605469
1645534168.6128178,1168,244.12911987304688
1645534172.466886,1174,272.4399719238281
1645534172.9368753,1175,226.92959594726562
1645534174.1094623,1177,209.1201934814453
1645534174.6290476,1178,-308.51416015625
1645534174.9134183,1179,262.00921630859375
1645534179.3639138,1183,190.38827514648438
1645534180.6934443,1185,203.02745056152344
1645534181.8647013,1187,220.1587371826172
1645534183.1740425,1189,266.226318359375
1645534184.5916092,1190,208.75352478027344
1645534185.6275234,1191,172.27134704589844
1645534186.8761923,1194,258.82080078125
1645534187.980228,1195,230.87718200683594
1645534188.2350223,1196,229.16253662109375
1645534188.9930384,1198,218.8504180908203
1645534189.431995,1199,203.10826110839844
1645534191.273159,1202,279.2970275878906
1645534194.0433764,1206,262.628173828125
1645534194.3623738,1207,237.8951416015625
1645534194.7329752,1208,219.460205078125
1645534195.7871728,1210,218.65255737304688
1645534199.0379415,1214,263.8978271484375
1645534199.5510552,1215,276.0556945800781
1645534201.591907,1219,257.1770935058594
1645534205.9861906,1224,246.49986267089844
1645534207.2192578,1226,263.9629211425781
1645534208.8883748,1230,289.9730529785156
1645534211.381024,1233,242.5101318359375
1645534212.0285406,1234,233.27679443359375
1645534215.8512,1239,255.86659240722656
1645534216.9313712,1241,203.085693359375
1645534218.9776998,1244,235.29611206054688
1645534219.4700708,1245,241.28660583496094
1645534220.5358682,1247,241.83062744140625
1645534222.6939576,1250,252.818603515625
1645534223.1702714,1251,210.97801208496094
1645534224.7640831,1252,128.17404174804688
1645534226.0518866,1253,90.94463348388672
1645534227.0680447,1255,257.6555480957031
1645534227.6269474,1257,244.58383178710938
1645534227.9423826,1258,289.6453552246094
1645534229.298028,1261,227.7649383544922
1645534229.7538753,1262,230.38450622558594
1645534231.762319,1268,175.090576171875
1645534233.6707213,1272,250.10643005371094
1645534235.505754,1277,200.3883056640625
1645534235.7900338,1278,301.30792236328125
1645534236.7144632,1279,231.92005920410156
1645534238.168273,1283,263.02154541015625
1645534239.54678,1286,9.845386505126953
1645534241.8019178,1291,259.24114990234375
1645534242.7250216,1294,259.339111328125
1645534245.2369115,1299,251.53529357910156
1645534246.5491612,1300,238.84718322753906
1645534249.119497,1303,227.36459350585938
1645534251.03864,1307,194.35031127929688
1645534252.6637597,1311,264.2640686035156
1645534255.2502491,1316,247.8583526611328
1645534258.8410637,1321,209.09811401367188
1645534259.7828493,1323,273.779296875
1645534260.782016,1326,256.0390625
1645534261.24143,1327,270.71575927734375
1645534261.9817219,1329,263.41583251953125
1645534266.017946,1336,196.45993041992188
1645534271.5883512,1345,107.79999542236328
1645534273.2495894,1346,217.98458862304688
1645534274.5247622,1348,253.43972778320312
1645534274.926309,1349,236.10032653808594
1645534275.9321098,1352,238.6178436279297
1645534276.860787,1353,250.0257568359375
1645534277.3374927,1355,252.52133178710938
1645534279.204569,1359,279.7430114746094
1645534280.2143295,1361,230.17950439453125
1645534282.834792,1365,205.88357543945312
1645534283.382293,1366,232.67355346679688
1645534283.6276162,1367,283.75103759765625
1645534283.8119922,1368,238.99769592285156
1645534284.0817864,1369,298.2072448730469
1645534287.4850593,1373,14.031160354614258
1645534288.5173109,1376,230.9442138671875
1645534288.8254042,1377,219.6924285888672
1645534289.9264517,1381,236.5270538330078
1645534294.2314632,1386,264.6634216308594
1645534294.4121165,1387,248.3042449951172
1645534295.8675601,1391,275.3508605957031
1645534296.9437158,1394,221.28713989257812
1645534298.0871773,1398,253.76043701171875
1645534307.081635,1417,238.16494750976562
1645534307.4169154,1418,276.1273498535156
1645534308.6490932,1422,10.257994651794434
1645534312.1789806,1432,295.3312072753906
1645534312.6624253,1433,182.5938720703125
1645534314.597395,1437,223.00282287597656
1645534315.2817357,1439,256.4014587402344
1645534315.5733228,1440,248.49679565429688
1645534315.87208,1441,225.39967346191406
1645534316.0683434,1442,240.0612335205078
1645534319.221147,1445,294.8488464355469
1645534320.332868,1448,231.66798400878906
1645534320.8882604,1450,226.5792999267578
1645534321.3552008,1452,224.76258850097656
1645534321.5386772,1453,246.83428955078125
1645534322.1406403,1455,271.94793701171875
1645534322.5250518,1456,288.36865234375
1645534323.2262342,1458,284.4246520996094
1645534323.4897175,1459,229.78964233398438
1645534323.9715693,1460,227.513427734375
1645534324.231697,1461,250.71823120117188
1645534324.5777822,1462,271.4395751953125
1645534325.5001173,1464,255.77029418945312
1645534328.794447,1471,253.67413330078125
1645534330.710954,1474,169.77694702148438
1645534330.886715,1475,262.4611511230469
1645534331.3303375,1477,262.3126220703125
1645534335.032607,1484,248.07546997070312
1645534336.307622,1488,267.32891845703125
1645534337.3126597,1490,241.65087890625
1645534338.1019032,1491,162.79437255859375
1645534339.3050618,1494,264.4464416503906
1645534339.5075672,1495,252.77584838867188
1645534341.1007268,1499,5.362332344055176
1645534341.3462749,1500,277.9525146484375
1645534341.6327794,1501,293.2196350097656
1645534342.1879058,1503,238.88282775878906
1645534345.2764418,1510,296.16656494140625
1645534345.556722,1511,257.71185302734375
1645534345.8573613,1512,275.681884765625
1645534346.6495264,1514,268.6942138671875
1645534347.2629662,1516,301.3482360839844
1645534347.5005474,1517,271.5879821777344
1645534350.1377914,1524,268.978271484375
1645534353.1012983,1529,233.18785095214844
1645534355.4238122,1535,282.0572814941406
1645534357.654549,1538,228.36978149414062
1645534357.8344185,1539,272.4562683105469
1645534358.6105633,1542,268.8769226074219
1645534361.1904376,1549,305.579833984375
1645534362.834296,1552,236.3013153076172
1645534364.2096055,1553,205.73858642578125
1645534364.5745692,1554,284.8929138183594
1645534368.6842604,1563,263.0585632324219
1645534370.522144,1566,224.82640075683594
1645534371.040514,1567,268.0862731933594
1645534371.7107205,1569,262.9659423828125
1645534372.2420104,1571,269.958984375
1645534372.5087664,1572,259.9864807128906
1645534372.7092566,1573,260.53326416015625
1645534373.286313,1574,241.8080291748047
1645534374.1782117,1577,262.1448059082031
1645534376.6005723,1579,240.4163055419922
1645534377.0688007,1581,271.8231506347656
1645534377.3212082,1582,260.2994384765625
1645534377.5523016,1583,266.58331298828125
1645534378.3483133,1586,259.55584716796875
1645534380.5031571,1591,290.5975036621094
1645534381.982601,1596,256.8968505859375
1645534382.3188243,1597,306.6043395996094
1645534382.6374154,1598,259.58026123046875
1645534383.9065,1602,50.31074523925781
1645534384.1717153,1603,274.2502136230469
1645534384.5516884,1604,259.62066650390625
1645534386.7067332,1612,270.58856201171875
1645534387.200747,1614,309.4525451660156
1645534387.4473076,1615,270.1410827636719
1645534387.7878175,1617,55.26802062988281
1645534389.361085,1623,253.23106384277344
1645534389.9832127,1625,267.075927734375
1645534391.5907083,1628,298.0709228515625
1645534392.4926376,1632,256.4076843261719
1645534393.246583,1636,249.72329711914062
1645534393.6197448,1638,40.40506362915039
1645534394.3751435,1641,262.8536682128906
1645534394.6096044,1642,272.2842712402344
1645534396.05414,1647,258.3565979003906
1645534396.1959457,1648,10.987025260925293
1645534396.7082314,1650,281.33172607421875
1645534397.0872788,1652,256.7708435058594
1645534397.2711232,1653,272.50250244140625
1645534397.4827468,1654,231.57049560546875
1645534397.7282755,1655,300.8752136230469
1645534398.336971,1657,306.3846435546875
1645534398.9700365,1659,52.637977600097656
1645534400.4591563,1663,271.1546936035156
1645534401.0652435,1665,288.5830993652344
1645534401.5605958,1667,264.49517822265625
1645534402.5026097,1670,26.56629180908203
1645534402.7078948,1671,266.0040283203125
1645534404.9163094,1675,313.1177673339844
1645534405.5996618,1678,275.3687438964844
1645534406.1653478,1680,271.0949401855469
1645534406.3777065,1681,240.8395233154297
1645534406.7785645,1683,267.45849609375
1645534407.4439223,1686,272.6324768066406
1645534407.6368845,1687,278.65802001953125
1645534407.9779172,1688,286.27520751953125
1645534408.2422843,1689,241.790283203125
1645534409.2012544,1694,21.990251541137695
1645534409.3165843,1695,19.878881454467773
1645534409.539524,1696,259.44512939453125
1645534411.659754,1700,304.7332458496094
1645534411.8674285,1701,302.5408020019531
1645534412.5883982,1703,262.5563049316406
1645534413.5111842,1705,284.09234619140625
1645534414.2905645,1708,265.0091857910156
1645534414.8178344,1710,260.1100158691406
1645534415.0729,1711,290.6440124511719
1645534415.272538,1712,250.12936401367188
1645534415.4746497,1713,295.51568603515625
1645534416.8643172,1719,252.0711669921875
1645534418.8952217,1723,283.8067626953125
1645534419.2153912,1724,268.80224609375
1645534419.4646583,1725,319.5912170410156
1645534419.767979,1726,261.154052734375
1645534421.2924104,1731,295.3424987792969
1645534423.3104208,1739,273.48309326171875
1645534423.5502694,1740,247.11280822753906
1645534424.599017,1744,270.7759704589844
1645534425.0287766,1746,282.25323486328125
1645534425.6985285,1749,258.3252258300781
1645534425.9028213,1750,331.372802734375
1645534426.129455,1751,307.33538818359375
1645534426.3803046,1752,285.3359680175781
1645534426.8733711,1754,264.65936279296875
1645534427.1349823,1755,250.7569580078125
1645534427.992022,1758,316.0633239746094
1645534430.4096878,1763,133.30087280273438
1645534430.7029657,1764,235.65895080566406
